XID,Phase,Project Name,Project Status,Video Count,Review Count,Image Count
394019,MB  Phase 1,Mohan Precious Greens,Under Construction,5,1,2
394292,MB  Phase 1,Ratna Prabha Apartments,Under Construction,0,1,0
394631,MB  Phase 1,Altezza,Under Construction,0,1,35
394748,MB  Phase 1,Adish Aradhra,Under Construction,0,1,14
394877,MB  Phase 1,Goyal My Homes Wakad,Under Construction,3,1,10
394878,MB  Phase 1,Aaiji Crystal,Under Construction,2,3,5
394931,MB  Phase 1,Raj High Gardens,Under Construction,2,3,18
395174,MB  Phase 1,Promax Dreamville Home,Under Construction,0,3,0
395251,MB  Phase 1,Vishwanath Sarathya West,Under Construction,2,3,8
395412,MB  Phase 1,Ashiana Malhar,Under Construction,5,3,27
395606,MB  Phase 1,Maple Sky Residences At Navins Starwood Towers,Under Construction,0,3,32
395609,MB  Phase 1,Ambuja Urvisha The Condoville,Under Construction,0,3,27
395716,MB  Phase 1,Fusion The Brook,Under Construction,7,3,17
395806,MB  Phase 1,DAC Prathyangira,Under Construction,1,3,20
396053,MB  Phase 1,Vivaan Ixora,Under Construction,0,3,17
396174,MB  Phase 1,Dharti Skyline,Under Construction,1,3,17
396695,MB  Phase 1,JRC Wild Woods,Under Construction,2,3,27
396698,MB  Phase 1,Mars The Planet,Under Construction,0,3,5
396796,MB  Phase 1,Pristine iLife Mundhwa,Under Construction,2,2,15
396799,MB  Phase 1,Keya Around The Life,Under Construction,5,2,21
396805,MB  Phase 1,Prestige Glenbrook,Under Construction,5,2,21
396925,MB  Phase 1,Majestique The Ornate,Under Construction,0,2,12
396980,MB  Phase 1,Atri Rays,Under Construction,4,2,20
397113,MB  Phase 1,Honeybird Sanctorum,Under Construction,2,2,19
397582,MB  Phase 1,Om Sree Gallaxy,Under Construction,0,2,30
397709,MB  Phase 1,Godrej Woodsville,Under Construction,10,2,25
397833,MB  Phase 1,Brigade Horizon,Under Construction,5,2,12
397983,MB  Phase 1,Pavani Mirabilia,Under Construction,3,3,35
398191,MB  Phase 1,Godrej Green Estate,Under Construction,3,3,16
398215,MB  Phase 1,EIPL CORNERSTONE,Under Construction,2,3,56
398444,MB  Phase 1,Radiance Flourish,Under Construction,2,3,37
398586,MB  Phase 1,Ceratec Presidential Towers,Under Construction,1,3,12
398743,MB  Phase 1,Nahar Grandeur,Under Construction,0,3,14
398757,MB  Phase 1,Trendsquares Ortus III,Under Construction,0,3,52
398803,MB  Phase 1,Swati Symphony,Under Construction,1,3,21
399073,MB  Phase 1,SBR Minara,Under Construction,3,3,3
399106,MB  Phase 1,Arihant One,Under Construction,9,3,12
399112,MB  Phase 1,Radiance Majestic,Under Construction,1,3,9
399334,MB  Phase 1,Chheda Avighna,Under Construction,0,3,16
399575,MB  Phase 1,DGS Sheetal Mayra,Under Construction,0,3,1
399608,MB  Phase 1,DAC Manapark,Under Construction,1,3,14
399694,MB  Phase 1,Vinayak Atlantis,Under Construction,2,3,43
399826,MB  Phase 1,Samanvay The Amelias,Under Construction,0,3,6
399887,MB  Phase 1,Ambrosia,Under Construction,0,3,10
400347,MB  Phase 1,Saradeuz Olympus,Under Construction,0,3,6
400423,MB  Phase 1,PS Vaanya,Under Construction,5,3,11
400435,MB  Phase 1,CRC Joyous,Under Construction,10,2,39
400436,MB  Phase 1,Ivory County,Under Construction,4,2,11
400481,MB  Phase 1,DAC Medallion,Under Construction,1,2,5
400534,MB  Phase 1,Amolik Aster Woods,Under Construction,0,2,4
400934,MB  Phase 1,Visions Arsha,Under Construction,2,2,9
401138,MB  Phase 1,Roswalt Zaiden,Under Construction,4,2,21
401530,MB  Phase 1,SNN Raj Bay Vista,Under Construction,1,2,35
401542,MB  Phase 1,Casagrand Aria,Under Construction,1,2,34
401645,MB  Phase 1,Riviera Majestica,Under Construction,1,2,34
401648,MB  Phase 1,Keya Spring,Under Construction,1,2,6
401796,MB  Phase 1,Bramhacorp August Towers,Under Construction,0,2,6
401902,MB  Phase 1,Bhagwati Elysia,Under Construction,0,2,2
402370,MB  Phase 1,Vasavi Crown East,Under Construction,2,2,25
402421,MB  Phase 1,Mahidhara Harmony,Under Construction,1,2,11
402429,MB  Phase 1,Mathapathi Grand Field,Under Construction,1,2,24
402612,MB  Phase 1,Shoolin Kopren Park View,Under Construction,0,2,5
402728,MB  Phase 1,Sublime Spring Elmas,Under Construction,9,2,10
402881,MB  Phase 1,SNR Safa,Under Construction,1,2,20
402904,MB  Phase 1,Godrej Athena,Under Construction,9,2,4
402982,MB  Phase 1,Nemi Landmarks Ikebana,Under Construction,0,2,6
402990,MB  Phase 1,Shriram Pristine Estates,Under Construction,3,2,7
403083,MB  Phase 1,Prestige Elm Park,Under Construction,2,2,12
403086,MB  Phase 1,Sattva Bliss,Under Construction,2,2,20
403366,MB  Phase 1,DS MAX Samyak,Under Construction,0,2,6
403416,MB  Phase 1,Casagrand Primrose,Under Construction,3,2,27
403482,MB  Phase 1,Kolte Patil Life Republic Aros,Under Construction,2,2,32
403616,MB  Phase 1,DS MAX Shresta,Under Construction,0,2,5
403699,MB  Phase 1,Godrej Five Gardens,Under Construction,5,2,8
403847,MB  Phase 1,Adore Smart City,Under Construction,0,2,3
403945,MB  Phase 1,Irish Platinum,Under Construction,0,2,9
404559,MB  Phase 1,Casagrand Majestica,Under Construction,4,2,20
404560,MB  Phase 1,Casagrand Elysium,Under Construction,2,2,12
404561,MB  Phase 1,Etha Su Casa Valley,Under Construction,1,2,15
404615,MB  Phase 1,Russel Lions Gate,Under Construction,0,2,7
404653,MB  Phase 1,Yuva Sunrise,Under Construction,0,2,40
404764,MB  Phase 1,Vivaan Essence,Under Construction,0,2,15
404811,MB  Phase 1,APR Praveens Eterno,Under Construction,0,2,14
404929,MB  Phase 1,Chandak Treesourus,Under Construction,2,2,13
405003,MB  Phase 1,Cloudswood Radhey Skye,Under Construction,5,2,19
405130,MB  Phase 1,Pranathi Kiara,Under Construction,0,2,19
405131,MB  Phase 1,Lodha Panache,Under Construction,6,2,9
405172,MB  Phase 1,Jains Fairmount Sri Ram Garden 2,Under Construction,0,2,19
405318,MB  Phase 1,Prestige Lavender Fields,Under Construction,7,2,13
405502,MB  Phase 1,VVIP Namah,Under Construction,2,2,16
405663,MB  Phase 1,Satyam Altura,Under Construction,0,2,5
405789,MB  Phase 1,Pacific One Pyramid,Under Construction,0,2,2
405940,MB  Phase 1,Shlok Abhilasha,Under Construction,0,2,2
406108,MB  Phase 1,Lodha Aura,Under Construction,0,2,6
406621,MB  Phase 1,Casagrand Zaiden,Under Construction,2,2,15
406639,MB  Phase 1,The Vega Plus 4,Under Construction,0,2,2
406866,MB  Phase 1,Dugar Estate,Under Construction,0,1,23
406892,MB  Phase 1,Nirala Trio,Under Construction,1,1,2
406898,MB  Phase 1,Atithi Highline,Under Construction,1,1,5
407065,MB  Phase 1,Casagrand Aspires,Under Construction,3,1,22
407338,MB  Phase 1,Levonor Egeira,Under Construction,3,1,21
407744,MB  Phase 1,Purva Bluebelle,Under Construction,4,1,9
407935,MB  Phase 1,Sowparnika Life On The Green,Under Construction,3,1,18
407956,MB  Phase 1,Techno Aakasa,Under Construction,0,1,1
408305,MB  Phase 1,Ram India Address One,Under Construction,0,1,13
408676,MB  Phase 1,Vivaan Oliver,Under Construction,1,1,17
409008,MB  Phase 1,Sobha Neopolis,Under Construction,10,1,36
409011,MB  Phase 1,Fusion The Rivulet Phase 1,Under Construction,3,1,6
409166,MB  Phase 1,Dream Elegance,Under Construction,1,1,17
409476,MB  Phase 1,Casagrand Hanford,Under Construction,1,1,12
409515,MB  Phase 1,Sameera Iris,Under Construction,1,1,9
409549,MB  Phase 1,Protech Pride,Under Construction,0,1,5
409651,MB  Phase 1,ORO Constella,Under Construction,3,1,9
409753,MB  Phase 1,Godrej Tropical Isle,Under Construction,8,1,19
409859,MB  Phase 1,Nest Art,Under Construction,0,1,12
409873,MB  Phase 1,Radiance Regalia,Under Construction,0,1,10
410064,MB  Phase 1,Vivaan Aura,Under Construction,1,1,13
410244,MB  Phase 1,Sapthagiri Sandalwoods,Under Construction,0,1,27
410304,MB  Phase 1,Super Shaligram,Under Construction,1,1,13
410443,MB  Phase 1,Kavisha AER,Under Construction,0,1,6
410449,MB  Phase 1,Prestige Park Grove,Under Construction,10,1,15
410494,MB  Phase 1,Esteem South Park,Under Construction,0,1,11
410501,MB  Phase 1,GP Homes Valencia Ruby,Under Construction,0,1,4
410569,MB  Phase 1,Gracewood Elegance,Under Construction,0,1,9
410631,MB  Phase 1,M3M The Cullinan,Under Construction,5,1,7
410658,MB  Phase 1,Sacred Shivansh,Under Construction,0,1,6
410741,MB  Phase 1,Sattva Lake Ridge,Under Construction,2,1,28
411449,MB  Phase 1,ATCO LA VIVANT,Under Construction,6,1,25
411514,MB  Phase 1,Bachraj Legend Wing ABC,Under Construction,0,1,5
411643,MB  Phase 1,Vivaan Solitaire,Under Construction,0,1,11
411745,MB  Phase 1,Anuhar Gautami Heights,Under Construction,1,1,6
411844,MB  Phase 1,Unique Luxuria,Under Construction,1,1,18
411905,MB  Phase 1,Polaris Calice,Under Construction,0,1,13
411947,MB  Phase 1,Kamaxi Avenue,Under Construction,0,1,15
412358,MB  Phase 1,Kohinoor Famville,Under Construction,5,1,13
412360,MB  Phase 1,ANP Autograph,Under Construction,2,1,34
412508,MB  Phase 1,Swati Premier,Under Construction,0,1,15
412517,MB  Phase 1,Vivaan Orbit,Under Construction,0,1,18
412546,MB  Phase 1,DLF Privana South,Under Construction,0,1,3
412548,MB  Phase 1,Ruby Horizon,Under Construction,2,1,18
413358,MB  Phase 1,Urbanrise The World of Joy Miyapur,Under Construction,6,1,23
413380,MB  Phase 1,Birla Trimaya,Under Construction,6,1,5
413381,MB  Phase 1,DNR Parklink Phase 1,Under Construction,0,1,12
413382,MB  Phase 1,Shriram Solitaire,Under Construction,3,1,5
413590,MB  Phase 1,Godrej Emerald Waters,Under Construction,4,1,10
413980,MB  Phase 1,Sri Balaji Serene,Under Construction,2,1,47
413990,MB  Phase 1,Rohan Ekam,Under Construction,5,1,4
414339,MB  Phase 1,Experion Elements,Under Construction,1,1,15
414367,MB  Phase 1,Adarsh Welkin Park,Under Construction,0,1,10
414403,MB  Phase 1,Kshipra Aarohi Avinya,Under Construction,0,1,9
414839,MB  Phase 1,Patteeswarar Paradise Maghizham,Under Construction,0,1,8
415113,MB  Phase 1,Shapoorji Pallonji Golfland,Under Construction,3,1,16
415216,MB  Phase 1,Sampada Central Residency,Under Construction,0,1,32
415396,MB  Phase 1,Raheja Exotica Cyprus,Under Construction,0,1,9
415650,MB  Phase 1,Eldeco La Vida Bella,Under Construction,0,1,10
415717,MB  Phase 1,Bhoo Aabharana,Under Construction,0,1,20
415825,MB  Phase 1,Purti The Varanda,Under Construction,0,1,8
415896,MB  Phase 1,Emerald Gardenia,Under Construction,1,1,21
415958,MB  Phase 1,JRC Sanzio,Under Construction,1,1,17
416159,MB  Phase 1,Lodha Mirabelle,Under Construction,2,1,14
416283,MB  Phase 1,Bharat altavista,Under Construction,0,1,12
416461,MB  Phase 1,Shubh Tristar,Under Construction,5,1,17
416670,MB  Phase 1,Casagrand Flamingo,Under Construction,8,1,30
416684,MB  Phase 1,Anugraha SR Serenity,Under Construction,0,1,8
417011,MB  Phase 1,Neelkanth Palm President,Under Construction,0,1,6
417023,MB  Phase 1,Rohan Harita,Under Construction,4,1,4
417100,MB  Phase 1,Lodha Riservo,Under Construction,1,1,6
417556,MB  Phase 1,Ashima The Sovereign,Under Construction,0,1,22
417559,MB  Phase 1,EMBRACE,Under Construction,1,1,6
417864,MB  Phase 1,Vihang Luxuria,Under Construction,0,1,10
417888,MB  Phase 1,Posh Ville By Saamarth,Under Construction,1,1,18
418319,MB  Phase 1,Brigade Sanctuary,Under Construction,10,1,21
418615,MB  Phase 1,Ashwin Sheth Edmont Aurelia,Under Construction,3,1,6
418623,MB  Phase 1,Kanakia Beverly Heights,Under Construction,0,1,13
418697,MB  Phase 1,Provident Deansgate,Under Construction,5,1,19
418840,MB  Phase 1,SKYi 5 Race Course,Under Construction,1,1,7
418866,MB  Phase 1,Crest Oaks,Under Construction,0,1,6
418966,MB  Phase 1,NSL East Luxoria,Under Construction,0,1,16
419028,MB  Phase 1,GoldenKey Meraki,Under Construction,0,2,23
419031,MB  Phase 1,Kavisha The Portrait,Under Construction,0,2,9
419421,MB  Phase 1,Purva Soukhyam,Under Construction,2,2,6
419500,MB  Phase 1,Goyal Orchid Salisbury,Under Construction,4,2,13
419821,MB  Phase 1,Balatripura Aadhya Arambh Residential,Under Construction,0,2,15
419935,MB  Phase 1,ID Vista Residences,Under Construction,2,2,25
419984,MB  Phase 1,Supreme Towers,Under Construction,1,2,8
420047,MB  Phase 1,Devaloke Sonar City,Under Construction,2,2,21
420281,MB  Phase 1,Bella Casa,Under Construction,1,2,8
420301,MB  Phase 1,TARC Kailasa,Under Construction,2,2,0
420326,MB  Phase 1,Rajapushpa Casa Luxura,Under Construction,1,2,7
420338,MB  Phase 1,Doon Capital Royal Casa,Under Construction,1,2,25
420343,MB  Phase 1,Concorde Antares,Under Construction,10,2,9
420469,MB  Phase 1,Sri Nandana Galaxy,Under Construction,0,2,12
420665,MB  Phase 1,Grand Lapalazzo,Under Construction,0,2,27
420851,MB  Phase 1,Suraj Lumina,Under Construction,0,2,5
421123,MB  Phase 1,Garudadri Gardens,Under Construction,0,2,17
421126,MB  Phase 1,Ruby Arcadia,Under Construction,1,2,4
421330,MB  Phase 1,Constera Anamika High Point,Under Construction,1,2,26
421404,MB  Phase 1,SG Vista,Under Construction,1,2,14
421530,MB  Phase 1,DS Max Sista Grand,Under Construction,0,2,6
421768,MB  Phase 1,Goyal Orchid Life,Under Construction,5,2,34
421806,MB  Phase 1,Mantra Magnus,Under Construction,3,2,16
421898,MB  Phase 1,Falcon by BHP Housing,Under Construction,0,2,11
422115,MB  Phase 1,Vaibhavis Vihaan Shikhara,Under Construction,0,2,15
422149,MB  Phase 1,SNN Estates Felicity,Under Construction,5,2,11
422150,MB  Phase 1,Godrej Woodscapes,Under Construction,9,2,12
422453,MB  Phase 1,Assetz 66 and Shibui,Under Construction,1,2,9
422558,MB  Phase 1,Godrej Reserve,Under Construction,0,2,7
422868,MB  Phase 1,DS MAX Sky Samurai,Under Construction,0,2,9
422910,MB  Phase 1,Casagrand Medora,Under Construction,2,2,26
422935,MB  Phase 1,SSVR Niyaara,Under Construction,1,2,6
422985,MB  Phase 1,Serenity Shivam,Under Construction,0,2,2
422989,MB  Phase 1,Assetz Inspira Melodies of Life,Under Construction,0,2,12
423085,MB  Phase 1,Raheja Solaris III,Under Construction,0,2,22
423182,MB  Phase 1,Pristine O2 World Part 1,Under Construction,1,2,15
423193,MB  Phase 1,Crystal Antara,Under Construction,0,2,7
423236,MB  Phase 1,Prestige Somerville,Under Construction,3,2,22
423306,MB  Phase 1,Kochar Gagan,Under Construction,1,2,5
423376,MB  Phase 1,Casagrand Mercury,Under Construction,1,2,19
423585,MB  Phase 1,Casagrand Suncity,Under Construction,1,2,15
423851,MB  Phase 1,EAST PARK RESIDENCES,Under Construction,0,2,10
423882,MB  Phase 1,Malabar Retreat,Under Construction,0,2,47
424010,MB  Phase 1,Elite X,Under Construction,0,2,4
424098,MB  Phase 1,ENGRACE VISTA,Under Construction,1,2,16
424173,MB  Phase 1,Assetz Sora And Saki Phase 1,Under Construction,0,2,26
424323,MB  Phase 1,Codename Triumph Tower 1,Under Construction,0,2,14
424417,MB  Phase 1,Vajram Newtown II,Under Construction,0,2,9
424433,MB  Phase 1,Provident Botanico,Under Construction,4,2,23
424563,MB  Phase 1,The Right Life,Under Construction,0,2,14
424721,MB  Phase 1,Navyam,Under Construction,0,2,2
425033,MB  Phase 1,Ace Terra,Under Construction,1,2,15
425268,MB  Phase 1,Godrej Jardinia,Under Construction,1,2,4
425392,MB  Phase 1,Amora,Under Construction,0,2,5
425506,MB  Phase 1,Casagrand Amor,Under Construction,1,2,19
425507,MB  Phase 1,DS MAX Sky Blossom,Under Construction,0,2,14
425871,MB  Phase 1,The Baya Sunrise,Under Construction,0,2,7
425958,MB  Phase 1,Krisala 41 Luxovert,Under Construction,4,2,12
425959,MB  Phase 1,Astrana,Under Construction,0,2,19
426003,MB  Phase 1,Kesineni Northscape,Under Construction,0,2,9
426079,MB  Phase 1,N/A,Under Construction,0,2,0
426127,MB  Phase 1,SOBHA Elysia,Under Construction,1,2,12
426150,MB  Phase 1,Vaswani Starlight,Under Construction,5,2,8
426159,MB  Phase 1,Nimbus The Palm Village,Under Construction,1,2,17
426335,MB  Phase 1,Sai Platinum,Under Construction,0,2,9
426518,MB  Phase 1,DSR The Courtyard,Under Construction,2,2,27
426539,MB  Phase 1,THE REGAL,Under Construction,0,2,4
426628,MB  Phase 1,Assetz Promise of Spring,Under Construction,0,2,1
426710,MB  Phase 1,Isha Hilife,Under Construction,1,2,44
426777,MB  Phase 1,Trifecta Vanto Phase 1,Under Construction,1,2,13
426778,MB  Phase 1,Tricity Aura,Under Construction,0,2,5
426786,MB  Phase 1,Casagrand Casablanca,Under Construction,2,2,16
426815,MB  Phase 1,Pavitra Luxury Residencies,Under Construction,0,2,12
426888,MB  Phase 1,Sai Silicon Heights,Under Construction,0,2,24
426925,MB  Phase 1,RRL Palacio,Under Construction,0,2,16
426926,MB  Phase 1,Casagrand Vivacity,Under Construction,2,2,14
426929,MB  Phase 1,Green Edge Signature,Under Construction,1,2,8
427026,MB  Phase 1,Axis Oaklyn,Under Construction,0,2,7
427038,MB  Phase 1,Casagrand Hola Chennai,Under Construction,4,2,21
427043,MB  Phase 1,Casagrand French Town,Under Construction,1,2,20
427272,MB  Phase 1,Sanjeevini Aarna,Under Construction,1,2,18
427295,MB  Phase 1,MP Kumudham Enclave,Under Construction,0,2,5
427386,MB  Phase 1,Saamarth Twinland,Under Construction,0,2,17
427388,MB  Phase 1,Jashn Elevate,Under Construction,0,5,36
427454,MB  Phase 1,SJRS Infracity,Under Construction,0,5,12
427484,MB  Phase 1,Parth Kiona,Under Construction,1,5,11
427769,MB  Phase 1,Sattva Green Groves,Under Construction,0,5,3
427851,MB  Phase 1,Vaishno Serene,Under Construction,0,5,9
427907,MB  Phase 1,Brigade Insignia,Under Construction,7,5,20
427979,MB  Phase 1,Concorde Mayfair,Under Construction,0,5,6
428040,MB  Phase 1,Myhna Orchid,Under Construction,0,5,5
428221,MB  Phase 1,Kabra Embraze,Under Construction,1,5,14
428235,MB  Phase 1,Kohinoor Central Park,Under Construction,0,5,6
428365,MB  Phase 1,Gami Satyam Palacio,Under Construction,0,5,4
428567,MB  Phase 1,Polaris Callisto,Under Construction,0,5,13
428573,MB  Phase 1,Ekarth Sarvam,Under Construction,0,5,13
428601,MB  Phase 1,Kochar Jewel,Under Construction,1,5,7
428685,MB  Phase 1,MP Golden Heights,Under Construction,0,5,4
428703,MB  Phase 1,Ruby Courtyard,Under Construction,0,5,25
428716,MB  Phase 1,Shriram 122 West,Under Construction,3,5,14
428719,MB  Phase 1,Century Regalia,Under Construction,0,5,8
428931,MB  Phase 1,SARANYA SWAROVSKI,Under Construction,0,5,6
429180,MB  Phase 1,Bhagwati Celestria,Under Construction,0,5,3
429182,MB  Phase 1,The Olympia,Under Construction,0,5,10
429184,MB  Phase 1,Nava Vajra,Under Construction,0,5,9
429275,MB  Phase 1,Casagrand Estilo,Under Construction,1,5,12
429358,MB  Phase 1,SPR Binny Sky,Under Construction,0,5,4
429365,MB  Phase 1,Vindhya Primrose,Under Construction,0,5,7
429459,MB  Phase 1,Kolte Patil Springshire,Under Construction,2,5,6
429477,MB  Phase 1,Vishnu Priya,Under Construction,0,5,15
429486,MB  Phase 1,ORIGIN CLAREMONT,Under Construction,0,5,6
429659,MB  Phase 1,Purvanchal Royal Atlantis,Under Construction,0,5,3
429967,MB  Phase 1,Dosti West County Phase 7 Dosti Willow,Under Construction,0,5,8
429968,MB  Phase 1,TVS Emerald Isle of Trees,Under Construction,1,5,18
430075,MB  Phase 1,Prestige Raintree Park,Under Construction,0,5,21
430082,MB  Phase 1,Sowparnika Euphoria In The East,Under Construction,1,5,12
430204,MB  Phase 1,Casagrand Avenue Park,Under Construction,1,5,8
430209,MB  Phase 1,Casagrand Laurels,Under Construction,1,5,20
430213,MB  Phase 1,Sattva Springs,Under Construction,4,5,7
430219,MB  Phase 1,Eros Sampoornam 3,Under Construction,0,5,9
430231,MB  Phase 1,Godrej Nurture,Under Construction,1,5,14
430241,MB  Phase 1,Sumadhura Epitome,Under Construction,2,5,22
430246,MB  Phase 1,Avianna Invicta,Under Construction,0,5,5
430372,MB  Phase 1,Godrej River Crest,Under Construction,0,5,18
430588,MB  Phase 1,CRC Maesta,Under Construction,1,5,16
430664,MB  Phase 1,Pranami Bliss,Under Construction,0,5,6
430890,MB  Phase 1,Malhar Magnus Evoq,Under Construction,0,5,9
430897,MB  Phase 1,Satra Nexus,Under Construction,0,5,7
430928,MB  Phase 1,Zodiac Anjaneshwar,Under Construction,0,5,2
430976,MB  Phase 1,Rewild Doddaballapura,Under Construction,0,5,5
430987,MB  Phase 1,Canvas Phase I,Under Construction,1,5,5
430996,MB  Phase 1,Pride Euphora,Under Construction,0,5,12
431064,MB  Phase 1,Prestige Forest Hills,Under Construction,0,5,7
431532,MB  Phase 1,Kalpataru Advay,Under Construction,3,5,16
431965,MB  Phase 1,Gaur NYC Residences,Under Construction,0,5,5
432133,MB  Phase 1,Emerald Kingsvilla,Under Construction,0,5,14
432470,MB  Phase 1,Mahagun My Laagoon,Under Construction,0,5,7
432489,MB  Phase 1,Sri Sai Nandana Royal,Under Construction,1,5,3
432506,MB  Phase 1,Nambiar District 25,Under Construction,0,5,4
432510,MB  Phase 1,Birla Ojasvi,Under Construction,0,5,7
432522,MB  Phase 1,Sattva Songbird,Under Construction,4,5,13
432543,MB  Phase 1,Sattva Lumina,Under Construction,1,5,8
432547,MB  Phase 1,DSR The Address,Under Construction,0,5,34
432566,MB  Phase 1,DS Max Sky Sanman,Under Construction,0,5,9
433250,MB  Phase 1,Rohan Saroha,Under Construction,3,5,8
433575,MB  Phase 1,Amarprakash The Royal Castle,Under Construction,0,1,50
433611,MB  Phase 1,Renox Thrive,Under Construction,0,1,4
433630,MB  Phase 1,Arihant Avanti,Under Construction,0,1,3
433641,MB  Phase 1,Wave Eden,Under Construction,0,1,13
433734,MB  Phase 1,Sai Purvi Arvindam,Under Construction,0,1,11
433742,MB  Phase 1,Godrej Lakeside Orchard,Under Construction,5,1,4
433805,MB  Phase 1,DS MAX SKY SISIRA,Under Construction,0,1,7
433855,MB  Phase 1,ACE HANEI,Under Construction,0,1,12
433863,MB  Phase 1,Kamdhenu Crown,Under Construction,0,1,6
434518,MB  Phase 1,Artemis Address,Under Construction,0,1,8
434519,MB  Phase 1,The Legacey By Ananda Homes,Under Construction,0,1,24
434528,MB  Phase 1,Rohaan Ashoka,Under Construction,1,1,2
434535,MB  Phase 1,Concorde Neo,Under Construction,0,1,10
434549,MB  Phase 1,Lorven Cascade Garden,Under Construction,2,1,12
434568,MB  Phase 1,Brigade Citrine,Under Construction,0,1,18
434570,MB  Phase 1,Sattva Bhumi,Under Construction,0,1,4
434593,MB  Phase 1,Anandi View,Under Construction,0,1,4
434608,MB  Phase 1,Eldeco Fairway Reserve,Under Construction,2,1,17
434959,MB  Phase 1,Millennium Samriddhi,Under Construction,0,1,6
435520,MB  Phase 1,Satyam Stella,Under Construction,0,1,8
435636,MB  Phase 1,Shivakar Adarsh Lumina,Under Construction,2,1,10
435892,MB  Phase 1,Vertex Florenza,Under Construction,0,1,30
435926,MB  Phase 1,GODREJ BLUE,Under Construction,0,1,1
436183,MB  Phase 1,Godrej Evergreen Square,Under Construction,0,1,12
436841,MB  Phase 1,Navanaami Courtyard Of Life,Under Construction,0,1,30
437068,MB  Phase 1,Dream Meadows,Under Construction,0,1,2
437293,MB  Phase 1,Urbanest,Under Construction,0,1,6
437900,MB  Phase 1,EV 23 MALIBU WEST,Under Construction,0,1,7
437982,MB  Phase 1,Nova 10 Elegance Phase I,Under Construction,0,1,23
