xid,floorplans,Formatted Floor Plans
26134,"[('Saleable', '3 BHK 2384 Sq. Ft. Ind Floor', '(Saleable)', '2384 Sq. Ft.', 'Rs 2.84 Cr'), ('Saleable', '3 BHK 2147 Sq. Ft. Ind Floor', '(Saleable)', '2147 Sq. Ft.', 'Rs 2.55 Cr'), ('Saleable', '3 BHK 2647 Sq. Ft. Ind Floor', '(Saleable)', '2647 Sq. Ft.', 'Rs 3.15 Cr'), ('Saleable', '3 BHK 2435 Sq. Ft. Ind Floor', '(Saleable)', '2435 Sq. Ft.', 'Rs 2.90 Cr'), ('Saleable', '4 BHK 3480 Sq. Ft. Ind Floor', '(Saleable)', '3480 Sq. Ft.', 'Rs 4.14 Cr'), ('Saleable', '4 BHK 5374 Sq. Ft. Ind Floor', '(Saleable)', '5374 Sq. Ft.', 'Rs 6.40 Cr'), ('Saleable', '4 BHK 5709 Sq. Ft. Ind Floor', '(Saleable)', '5709 Sq. Ft.', 'Rs 6.79 Cr'), ('Saleable', '4 BHK 3693 Sq. Ft. Ind Floor', '(Saleable)', '3693 Sq. Ft.', 'Rs 4.39 Cr'), ('Saleable', '4 BHK 3440 Sq. Ft. Ind Floor', '(Saleable)', '3440 Sq. Ft.', 'Rs 4.09 Cr')]","3 BHK Ind Floor, Saleable, 2384 Sq., Saleable, , Rs 2.84 Cr | 3 BHK Ind Floor, Saleable, 2147 Sq., Saleable, , Rs 2.55 Cr | 3 BHK Ind Floor, Saleable, 2647 Sq., Saleable, , Rs 3.15 Cr | 3 BHK Ind Floor, Saleable, 2435 Sq., Saleable, , Rs 2.90 Cr | 4 BHK Ind Floor, Saleable, 3480 Sq., Saleable, , Rs 4.14 Cr | 4 BHK Ind Floor, Saleable, 5374 Sq., Saleable, , Rs 6.40 Cr | 4 BHK Ind Floor, Saleable, 5709 Sq., Saleable, , Rs 6.79 Cr | 4 BHK Ind Floor, Saleable, 3693 Sq., Saleable, , Rs 4.39 Cr | 4 BHK Ind Floor, Saleable, 3440 Sq., Saleable, , Rs 4.09 Cr"
5456,"[('Saleable', '2 BHK 1550 Sq. Ft. Apartment', '(Saleable)', '1550 Sq. Ft.', 'Rs 1.40 Cr'), ('Saleable', '2 BHK 1700 Sq. Ft. Apartment', '(Saleable)', '1700 Sq. Ft.', 'Rs 1.53 Cr'), ('Saleable', '3 BHK 2450 Sq. Ft. Apartment', '(Saleable)', '2450 Sq. Ft.', 'Rs 2.21 Cr')]","2 BHK Apartment, Saleable, 1550 Sq., Saleable, , Rs 1.40 Cr | 2 BHK Apartment, Saleable, 1700 Sq., Saleable, , Rs 1.53 Cr | 3 BHK Apartment, Saleable, 2450 Sq., Saleable, , Rs 2.21 Cr"
146207,"[('Saleable', '3 BHK 1965 Sq. Ft. Apartment', '(Saleable)', '1965 Sq. Ft.', 'Rs 1.20 Cr'), ('Saleable', '3 BHK 2542 Sq. Ft. Apartment', '(Saleable)', '2542 Sq. Ft.', 'Rs 1.55 Cr'), ('Saleable', '3 BHK 2904 Sq. Ft. Apartment', '(Saleable)', '2904 Sq. Ft.', 'Rs 1.77 Cr'), ('Saleable', '4 BHK 3062 Sq. Ft. Apartment', '(Saleable)', '3062 Sq. Ft.', 'Rs 1.86 Cr'), ('Saleable', '4 BHK 3352 Sq. Ft. Apartment', '(Saleable)', '3352 Sq. Ft.', 'Rs 2.04 Cr'), ('Saleable', '4 BHK 3456 Sq. Ft. Apartment', '(Saleable)', '3456 Sq. Ft.', 'Rs 2.10 Cr')]","3 BHK Apartment, Saleable, 1965 Sq., Saleable, , Rs 1.20 Cr | 3 BHK Apartment, Saleable, 2542 Sq., Saleable, , Rs 1.55 Cr | 3 BHK Apartment, Saleable, 2904 Sq., Saleable, , Rs 1.77 Cr | 4 BHK Apartment, Saleable, 3062 Sq., Saleable, , Rs 1.86 Cr | 4 BHK Apartment, Saleable, 3352 Sq., Saleable, , Rs 2.04 Cr | 4 BHK Apartment, Saleable, 3456 Sq., Saleable, , Rs 2.10 Cr"
412546,"[('Saleable', '4 BHK 3577 Sq. Ft. Apartment', '(Saleable)', '3577 Sq. Ft.', 'Rs 7.84 Cr'), ('Saleable', '4 BHK 5472 Sq. Ft. Penthouse', '(Saleable)', '5472 Sq. Ft.', 'Rs 11.99 Cr')]","4 BHK Apartment, Saleable, 3577 Sq., Saleable, , Rs 7.84 Cr | 4 BHK Penthouse, Saleable, 5472 Sq., Saleable, , Rs 11.99 Cr"
423388,"[('Saleable', '3 BHK 2282 Sq. Ft. Apartment', '(Saleable)', '2282 Sq. Ft.', 'Rs 4.23 Cr'), ('Saleable', '3 BHK 2440 Sq. Ft. Apartment', '(Saleable)', '2440 Sq. Ft.', 'Rs 4.75 Cr'), ('Saleable', '4 BHK 3475 Sq. Ft. Apartment', '(Saleable)', '3475 Sq. Ft.', 'Rs 7.30 Cr')]","3 BHK Apartment, Saleable, 2282 Sq., Saleable, , Rs 4.23 Cr | 3 BHK Apartment, Saleable, 2440 Sq., Saleable, , Rs 4.75 Cr | 4 BHK Apartment, Saleable, 3475 Sq., Saleable, , Rs 7.30 Cr"
423473,"[('Saleable', '4 BHK 4781 Sq. Ft. Apartment', '(Saleable)', '4781 Sq. Ft.', 'Rs 10.52 Cr'), ('Saleable', '4 BHK 3710 Sq. Ft. Apartment', '(Saleable)', '3710 Sq. Ft.', 'Rs 8.16 Cr')]","4 BHK Apartment, Saleable, 4781 Sq., Saleable, , Rs 10.52 Cr | 4 BHK Apartment, Saleable, 3710 Sq., Saleable, , Rs 8.16 Cr"
302889,"[('Saleable', '2 BHK 1165 Sq. Ft. Apartment', '(Carpet)', '720 Sq. Ft.', 'Rs 1.39 Cr'), ('Saleable', '3 BHK 1385 Sq. Ft. Apartment', '(Carpet)', '930 Sq. Ft.', 'Rs 1.65 Cr'), ('Saleable', '3 BHK 1625 Sq. Ft. Apartment', '(Carpet)', '1010 Sq. Ft.', 'Rs 1.93 Cr')]","2 BHK Apartment, Saleable, 1165 Sq., Carpet, , Rs 1.39 Cr | 3 BHK Apartment, Saleable, 1385 Sq., Carpet, , Rs 1.65 Cr | 3 BHK Apartment, Saleable, 1625 Sq., Carpet, , Rs 1.93 Cr"
123483,"[('Saleable', '2 BHK 945 Sq. Ft. Apartment', '(Carpet)', '594 Sq. Ft.', 'Rs 1.13 Cr'), ('Saleable', '2 BHK 1050 Sq. Ft. Apartment', '(Carpet)', '625 Sq. Ft.', 'Rs 1.26 Cr'), ('Saleable', '2 BHK 1245 Sq. Ft. Apartment', '(Carpet)', '754 Sq. Ft.', 'Rs 1.49 Cr'), ('Saleable', '3 BHK 1565 Sq. Ft. Apartment', '(Carpet)', '933 Sq. Ft.', 'Rs 1.88 Cr'), ('Saleable', '3 BHK 1750 Sq. Ft. Penthouse', '(Carpet)', '933 Sq. Ft.', 'Rs 2.10 Cr'), ('Saleable', '3 BHK 2315 Sq. Ft. Penthouse', '(Carpet)', '1222 Sq. Ft.', 'Rs 2.78 Cr'), ('Saleable', '4 BHK 1875 Sq. Ft. Apartment', '(Carpet)', '1127 Sq. Ft.', 'Rs 2.25 Cr'), ('Saleable', '4 BHK 2790 Sq. Ft. Penthouse', '(Carpet)', '1595 Sq. Ft.', 'Rs 3.35 Cr')]","2 BHK Apartment, Saleable, 945 Sq., Carpet, , Rs 1.13 Cr | 2 BHK Apartment, Saleable, 1050 Sq., Carpet, , Rs 1.26 Cr | 2 BHK Apartment, Saleable, 1245 Sq., Carpet, , Rs 1.49 Cr | 3 BHK Apartment, Saleable, 1565 Sq., Carpet, , Rs 1.88 Cr | 3 BHK Penthouse, Saleable, 1750 Sq., Carpet, , Rs 2.10 Cr | 3 BHK Penthouse, Saleable, 2315 Sq., Carpet, , Rs 2.78 Cr | 4 BHK Apartment, Saleable, 1875 Sq., Carpet, , Rs 2.25 Cr | 4 BHK Penthouse, Saleable, 2790 Sq., Carpet, , Rs 3.35 Cr"
12900,"[('Saleable', '2 BHK 1035 Sq. Ft. Apartment', '(Saleable)', '1035 Sq. Ft.', 'Rs 72.45 Lac'), ('Saleable', '2 BHK 925 Sq. Ft. Apartment', '(Saleable)', '925 Sq. Ft.', 'Rs 64.75 Lac'), ('Saleable', '3 BHK 1430 Sq. Ft. Apartment', '(Saleable)', '1430 Sq. Ft.', 'Rs 1.00 Cr'), ('Saleable', '3 BHK 1635 Sq. Ft. Apartment', '(Saleable)', '1635 Sq. Ft.', 'Rs 1.14 Cr'), ('Saleable', '3 BHK 1980 Sq. Ft. Apartment', '(Saleable)', '1980 Sq. Ft.', 'Rs 1.39 Cr'), ('Saleable', '4 BHK 2045 Sq. Ft. Apartment', '(Saleable)', '2045 Sq. Ft.', 'Rs 1.43 Cr')]","2 BHK Apartment, Saleable, 1035 Sq., Saleable, , Rs 72.45 Lac | 2 BHK Apartment, Saleable, 925 Sq., Saleable, , Rs 64.75 Lac | 3 BHK Apartment, Saleable, 1430 Sq., Saleable, , Rs 1.00 Cr | 3 BHK Apartment, Saleable, 1635 Sq., Saleable, , Rs 1.14 Cr | 3 BHK Apartment, Saleable, 1980 Sq., Saleable, , Rs 1.39 Cr | 4 BHK Apartment, Saleable, 2045 Sq., Saleable, , Rs 1.43 Cr"
422426,"[('Saleable', '2 BHK 1085 Sq. Ft. Apartment', '(Saleable)', '1085 Sq. Ft.', 'Rs 2.06 Cr'), ('Saleable', '2 BHK 1266 Sq. Ft. Apartment', '(Saleable)', '1266 Sq. Ft.', 'Rs 2.41 Cr'), ('Saleable', '3 BHK 1676 Sq. Ft. Apartment', '(Saleable)', '1676 Sq. Ft.', 'Rs 3.18 Cr'), ('Saleable', '3 BHK 2211 Sq. Ft. Apartment', '(Saleable)', '2211 Sq. Ft.', 'Rs 4.20 Cr'), ('Saleable', '4 BHK 2433 Sq. Ft. Apartment', '(Saleable)', '2433 Sq. Ft.', 'Rs 4.62 Cr'), ('Saleable', '4 BHK 3221 Sq. Ft. Apartment', '(Saleable)', '3221 Sq. Ft.', 'Rs 6.12 Cr')]","2 BHK Apartment, Saleable, 1085 Sq., Saleable, , Rs 2.06 Cr | 2 BHK Apartment, Saleable, 1266 Sq., Saleable, , Rs 2.41 Cr | 3 BHK Apartment, Saleable, 1676 Sq., Saleable, , Rs 3.18 Cr | 3 BHK Apartment, Saleable, 2211 Sq., Saleable, , Rs 4.20 Cr | 4 BHK Apartment, Saleable, 2433 Sq., Saleable, , Rs 4.62 Cr | 4 BHK Apartment, Saleable, 3221 Sq., Saleable, , Rs 6.12 Cr"
10356,"[('Saleable', '1 BHK 790 Sq. Ft. Apartment', '(Saleable)', '790 Sq. Ft.', 'Rs 70.92 Lac'), ('Saleable', '2 BHK 920 Sq. Ft. Apartment', '(Saleable)', '920 Sq. Ft.', 'Rs 82.11 Lac'), ('Saleable', '2 BHK 1045 Sq. Ft. Apartment', '(Saleable)', '1045 Sq. Ft.', 'Rs 92.87 Lac'), ('Saleable', '3 BHK 1405 Sq. Ft. Apartment', '(Saleable)', '1405 Sq. Ft.', 'Rs 1.24 Cr'), ('Saleable', '3 BHK 1495 Sq. Ft. Apartment', '(Saleable)', '1495 Sq. Ft.', 'Rs 1.32 Cr')]","1 BHK Apartment, Saleable, 790 Sq., Saleable, , Rs 70.92 Lac | 2 BHK Apartment, Saleable, 920 Sq., Saleable, , Rs 82.11 Lac | 2 BHK Apartment, Saleable, 1045 Sq., Saleable, , Rs 92.87 Lac | 3 BHK Apartment, Saleable, 1405 Sq., Saleable, , Rs 1.24 Cr | 3 BHK Apartment, Saleable, 1495 Sq., Saleable, , Rs 1.32 Cr"
298821,"[('Saleable', '3 BHK 2007 Sq. Ft. Apartment', '(Carpet)', '1608 Sq. Ft.', 'Rs 6.02 Cr'), ('Saleable', '3 BHK 2031 Sq. Ft. Apartment', '(Carpet)', '1630 Sq. Ft.', 'Rs 6.09 Cr'), ('Saleable', '4 BHK 2603 Sq. Ft. Apartment', '(Carpet)', '2100 Sq. Ft.', 'Rs 7.42 Cr'), ('Saleable', '4 BHK 2763 Sq. Ft. Apartment', '(Carpet)', '2126 Sq. Ft.', 'Rs 7.88 Cr')]","3 BHK Apartment, Saleable, 2007 Sq., Carpet, , Rs 6.02 Cr | 3 BHK Apartment, Saleable, 2031 Sq., Carpet, , Rs 6.09 Cr | 4 BHK Apartment, Saleable, 2603 Sq., Carpet, , Rs 7.42 Cr | 4 BHK Apartment, Saleable, 2763 Sq., Carpet, , Rs 7.88 Cr"
1223,"[('Saleable', '2 BHK 1150 Sq. Ft. Apartment', '(Carpet)', '702 Sq. Ft.', 'Rs 1.55 Cr'), ('Saleable', '2 BHK 1315 Sq. Ft. Apartment', '(Carpet)', '819 Sq. Ft.', 'Rs 1.77 Cr'), ('Saleable', '3 BHK 1466 Sq. Ft. Apartment', '(Carpet)', '905 Sq. Ft.', 'Rs 1.97 Cr'), ('Saleable', '3 BHK 1700 Sq. Ft. Apartment', '(Carpet)', '1115 Sq. Ft.', 'Rs 2.28 Cr'), ('Saleable', '4 BHK 2075 Sq. Ft. Apartment', '(Carpet)', '1364 Sq. Ft.', 'Rs 2.78 Cr')]","2 BHK Apartment, Saleable, 1150 Sq., Carpet, , Rs 1.55 Cr | 2 BHK Apartment, Saleable, 1315 Sq., Carpet, , Rs 1.77 Cr | 3 BHK Apartment, Saleable, 1466 Sq., Carpet, , Rs 1.97 Cr | 3 BHK Apartment, Saleable, 1700 Sq., Carpet, , Rs 2.28 Cr | 4 BHK Apartment, Saleable, 2075 Sq., Carpet, , Rs 2.78 Cr"
332831,"[('Saleable', '3 BHK 1700 Sq. Ft. Apartment', '(Carpet)', '1138 Sq. Ft.', 'Rs 2.43 Cr'), ('Saleable', '3 BHK 2040 Sq. Ft. Apartment', '(Carpet)', '1346 Sq. Ft.', 'Rs 2.92 Cr'), ('Saleable', '3 BHK 2555 Sq. Ft. Apartment', '(Carpet)', '1618 Sq. Ft.', 'Rs 3.65 Cr'), ('Saleable', '4 BHK 3355 Sq. Ft. Apartment', '(Carpet)', '2067 Sq. Ft.', 'Rs 4.80 Cr')]","3 BHK Apartment, Saleable, 1700 Sq., Carpet, , Rs 2.43 Cr | 3 BHK Apartment, Saleable, 2040 Sq., Carpet, , Rs 2.92 Cr | 3 BHK Apartment, Saleable, 2555 Sq., Carpet, , Rs 3.65 Cr | 4 BHK Apartment, Saleable, 3355 Sq., Carpet, , Rs 4.80 Cr"
400435,"[('Saleable', '2 BHK 1040 Sq. Ft. Apartment', '(Carpet)', '637 Sq. Ft.', 'Rs 1.12 Cr'), ('Saleable', '2 BHK 1230 Sq. Ft. Apartment', '(Carpet)', '736 Sq. Ft.', 'Rs 1.36 Cr'), ('Saleable', '3 BHK 1575 Sq. Ft. Apartment', '(Carpet)', '991 Sq. Ft.', 'Rs 1.84 Cr'), ('Saleable', '3 BHK 1395 Sq. Ft. Apartment', '(Carpet)', '875 Sq. Ft.', 'Rs 1.58 Cr'), ('Saleable', '4 BHK 1780 Sq. Ft. Apartment', '(Carpet)', '1121 Sq. Ft.', 'Rs 2.07 Cr')]","2 BHK Apartment, Saleable, 1040 Sq., Carpet, , Rs 1.12 Cr | 2 BHK Apartment, Saleable, 1230 Sq., Carpet, , Rs 1.36 Cr | 3 BHK Apartment, Saleable, 1575 Sq., Carpet, , Rs 1.84 Cr | 3 BHK Apartment, Saleable, 1395 Sq., Carpet, , Rs 1.58 Cr | 4 BHK Apartment, Saleable, 1780 Sq., Carpet, , Rs 2.07 Cr"
303,"[('Saleable', '2 BHK 1790 Sq. Ft. Apartment', '(Saleable)', '1790 Sq. Ft.', 'Rs 2.24 Cr')]","2 BHK Apartment, Saleable, 1790 Sq., Saleable, , Rs 2.24 Cr"
375353,"[('Saleable', '3 BHK 1300 Sq. Ft. Apartment', '(Carpet)', '760 Sq. Ft.', 'Rs 1.74 Cr'), ('Saleable', '3 BHK 1900 Sq. Ft. Apartment', '(Carpet)', '1118 Sq. Ft.', 'Rs 2.55 Cr')]","3 BHK Apartment, Saleable, 1300 Sq., Carpet, , Rs 1.74 Cr | 3 BHK Apartment, Saleable, 1900 Sq., Carpet, , Rs 2.55 Cr"
409753,"[('Saleable', '3 BHK 1800 Sq. Ft. Apartment', '(Saleable)', '1800 Sq. Ft.', 'Rs 3.10 Cr'), ('Saleable', '3 BHK 2500 Sq. Ft. Apartment', '(Saleable)', '2500 Sq. Ft.', 'Rs 4.30 Cr'), ('Saleable', '4 BHK 3250 Sq. Ft. Apartment', '(Saleable)', '3250 Sq. Ft.', 'Rs 5.59 Cr')]","3 BHK Apartment, Saleable, 1800 Sq., Saleable, , Rs 3.10 Cr | 3 BHK Apartment, Saleable, 2500 Sq., Saleable, , Rs 4.30 Cr | 4 BHK Apartment, Saleable, 3250 Sq., Saleable, , Rs 5.59 Cr"
425268,"[('Saleable', '3 BHK 1758 Sq. Ft. Apartment', '(Saleable)', '1758 Sq. Ft.', 'Rs 3.55 Cr'), ('Saleable', '3 BHK 2432 Sq. Ft. Apartment', '(Saleable)', '2432 Sq. Ft.', 'Rs 4.91 Cr'), ('Saleable', '4 BHK 3221 Sq. Ft. Apartment', '(Saleable)', '3221 Sq. Ft.', 'Rs 6.50 Cr')]","3 BHK Apartment, Saleable, 1758 Sq., Saleable, , Rs 3.55 Cr | 3 BHK Apartment, Saleable, 2432 Sq., Saleable, , Rs 4.91 Cr | 4 BHK Apartment, Saleable, 3221 Sq., Saleable, , Rs 6.50 Cr"
376821,"[('Saleable', '3 BHK 2350 Sq. Ft. Apartment', '(Carpet)', '1519 Sq. Ft.', 'Rs 3.76 Cr'), ('Saleable', '4 BHK 3300 Sq. Ft. Apartment', '(Carpet)', '2251 Sq. Ft.', 'Rs 5.28 Cr')]","3 BHK Apartment, Saleable, 2350 Sq., Carpet, , Rs 3.76 Cr | 4 BHK Apartment, Saleable, 3300 Sq., Carpet, , Rs 5.28 Cr"
344889,"[('Saleable', '4 BHK 4700 Sq. Ft. Apartment', '(Carpet)', '2782 Sq. Ft.', 'Rs 9.63 Cr')]","4 BHK Apartment, Saleable, 4700 Sq., Carpet, , Rs 9.63 Cr"
378409,"[('Saleable', '2 BHK 1350 Sq. Ft. Apartment', '(Carpet)', '804 Sq. Ft.', 'Rs 2.29 Cr'), ('Saleable', '2 BHK 1360 Sq. Ft. Apartment', '(Carpet)', '815 Sq. Ft.', 'Rs 2.31 Cr'), ('Saleable', '3 BHK 1775 Sq. Ft. Apartment', '(Carpet)', '1181 Sq. Ft.', 'Rs 3.02 Cr'), ('Saleable', '3 BHK 1785 Sq. Ft. Apartment', '(Carpet)', '1185 Sq. Ft.', 'Rs 3.03 Cr')]","2 BHK Apartment, Saleable, 1350 Sq., Carpet, , Rs 2.29 Cr | 2 BHK Apartment, Saleable, 1360 Sq., Carpet, , Rs 2.31 Cr | 3 BHK Apartment, Saleable, 1775 Sq., Carpet, , Rs 3.02 Cr | 3 BHK Apartment, Saleable, 1785 Sq., Carpet, , Rs 3.03 Cr"
