District,Project Name,Promoter Name,Certificate No.
Alappuzha,GJ LAVENDER,GJ PROPERTIES,K-RERA/PRJ/ALP/148/2024
Alappuzha,PURSUIT OF HAPPINESS,UNINEST DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ALP/053/2024
Alappuzha,ASSET NILAAVU,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ALP/044/2023
Alappuzha,PARVATHY RESIDENCY,PARVATHY RESIDENCY,K-RERA/PRJ/001/2022
Alappuzha,CAMELOT,APSTONE INFRASTRUCTURE Pvt Ltd,K-RERA/PRJ/135/2021
Alappuzha,SILPI MARIGOLD,SILPI PROJECTS,K-RERA/PRJ/ALP/035/2021
Alappuzha,NATE VENECIA,NATE BUILDERS PRIVATE LIMITED,K-RERA/PRJ/161/2021
Alappuzha,Venice Prestige,Venice Builders,K-RERA/PRJ/024/2021
Ernakulam,Prakriti Sattva,Prakriti Architects and Builders,K-RERA/PRJ/ERN/034/2025
Ernakulam,Green City,Mammen Paul,K-RERA/PRJ/ERN/033/2025
Ernakulam,POOJA ARCADE,PRAVEENKUMAR E A,K-RERA/PRJ/ERN/031/2025
Ernakulam,DD GREEN GARDENS,DESAI HOMES,K-RERA/PRJ/ERN/030/2025
Ernakulam,CLASSIC INDIAN EARTH,Classic Constructions,K-RERA/PRJ/ERN/025/2025
Ernakulam,JAIRAJ SANVI,JAIRAJ PROJECTS PRIVATE LIMITED,K-RERA/PRJ/ERN/022/2025
Ernakulam,OMG SOVEREIGN VILLAS EAST,OMG PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/ERN/021/2025
Ernakulam,TRINITY ESTILLA,GREEN LEAF BUILDERS AND DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/018/2025
Ernakulam,ROYAL CASTLE,DEODATE BUILDERS AND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/017/2025
Ernakulam,THE TOUCH,NOEL VILLAS AND APARTMENTS,K-RERA/PRJ/ERN/016/2025
Ernakulam,CASA AVENTIS,Level 100 Realty Pvt Ltd,K-RERA/PRJ/ERN/015/2025
Ernakulam,SOPHIA NEST,Joyce George,K-RERA/PRJ/ERN/009/2025
Ernakulam,HEAVEN HONOUR,MEGHA HABITATS LLP,K-RERA/PRJ/ERN/006/2025
Ernakulam,THE FEATHER,NOEL VILLAS AND APARTMENTS,K-RERA/PRJ/ERN/253/2024
Ernakulam,SFS SONG OF NIGHTINGALE,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/ERN/249/2024
Ernakulam,Elyssium,Level 100 Realty Pvt Ltd,K-RERA/PRJ/ERN/247/2024
Ernakulam,Orchid Village,Paul Poulose Eapen,K-RERA/PRJ/ERN/245/2024
Ernakulam,LOTUS CHENNAS ARCADE,VEDAPURI LOTUS PROPERTIES PVT LTD,K-RERA/PRJ/ERN/240/2024
Ernakulam,ASIAN GLORY,ASIAN DEVELOPERS,K-RERA/PRJ/ERN/239/2024
Ernakulam,Krishna Tower,Praphulla Chandran,K-RERA/PRJ/ERN/238/2024
Ernakulam,BHANU BHAVAN BY VARMA,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/237/2024
Ernakulam,Providence Surabhi,Providence Lifespace,K-RERA/PRJ/ERN/233/2024
Ernakulam,QUEENS GATEWAY BY VARMA,VARMA HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/226/2024
Ernakulam,Abad Tanzeel Green,ABAD BUILDERS PVT LTD,K-RERA/PRJ/ERN/225/2024
Ernakulam,VASUDHA,P GOPALAKRISHNAN,K-RERA/PRJ/ERN/221/2024
Ernakulam,GLORIAG APARTMENTS,GEORGE THEKKEL AUGUSTINE,K-RERA/PRJ/ERN/219/2024
Ernakulam,TRINITY NOVA,TRINITY ARCADE PVT LTD,K-RERA/PRJ/ERN/218/2024
Ernakulam,GREHA FIVE ELEMENTS,GREHA HOMES PVT LTD,K-RERA/PRJ/ERN/212/2024
Ernakulam,ASSET JGT ANANDA MALIKA,ASSET JGT PRIVATE LIMITED,K-RERA/PRJ/ERN/203/2024
Ernakulam,LOTUS BHARATHY ENCLAVE,VEDAPURI LOTUS PROPERTIES PVT LTD,K-RERA/PRJ/ERN/201/2024
Ernakulam,MARITIME PRIME,MARITIME BUILDERS PRIVATE LIMITED,K-RERA/PRJ/ERN/197/2024
Ernakulam,ASSET BUTTERFLIES,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/196/2024
Ernakulam,Anns Garden,VARGHESE EDAKKERIYIL PATHROSE,K-RERA/PRJ/ERN/194/2024
Ernakulam,KURINJI PLOT,BABU AND MM ANTONY JOSEPH,K-RERA/PRJ/ERN/193/2024
Ernakulam,GRAND CYPRESS,Malabar Developers Private Limited,K-RERA/PRJ/ERN/192/2024
Ernakulam,SFS LA FORTUNA,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/ERN/189/2024
Ernakulam,ORIDAM,CHATEAU KAVE BUILD WORKS OPC PRIVATE LIMITED,K-RERA/PRJ/ERN/188/2024
Ernakulam,ANVITA RENOVA,ANVITA BUILDERS PVT LTD,K-RERA/PRJ/ERN/187/2024
Ernakulam,iDfix Rose Villa,IDFIX BUILDERS PVT LTD,K-RERA/PRJ/ERN/186/2024
Ernakulam,Sunpaul Grace,Eldho Mathew,K-RERA/PRJ/ERN/184/2024
Ernakulam,Skyline Hilltop,M/s Skyline Builders,K-RERA/PRJ/ERN/183/2024
Ernakulam,KALARIKKANS K MALL,LICHENBUILDER,K-RERA/PRJ/ERN/182/2024
Ernakulam,VEEGALAND QUEENS PARK,VEEGALAND DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/181/2024
Ernakulam,MALIEKAL GARDENS,TOBY JOSEPH,K-RERA/PRJ/ERN/180/2024
Ernakulam,PRITHVI by SIDDHI HOMES,SIDDHI HOMES,K-RERA/PRJ/ERN/179/2024
Ernakulam,SMS OASIS,SMS BUILDERS,K-RERA/PRJ/ERN/178/2024
Ernakulam,HAVEN,JOHN PAUL REALTY,K-RERA/PRJ/ERN/176/2024
Ernakulam,AKB Arcade,Grande Homes,K-RERA/PRJ/ERN/175/2024
Ernakulam,AC MANUELS,AC CITY PROJECTS PVT LTD,K-RERA/PRJ/ERN/174/2024
Ernakulam,"Joyalukkas Gold Tower, Vazhakkala",Joyalukkas Lifestyle Developers Pvt Ltd,K-RERA/PRJ/ERN/173/2024
Ernakulam,Harmony Heights,Chinnamma David,K-RERA/PRJ/ERN/171/2024
Ernakulam,DREAMFLOWER LEYENDA,DREAM FLOWER HOUSING PROJECTS PVT LTD,K-RERA/PRJ/ERN/170/2024
Ernakulam,DREAMFLOWER LA-CASITA -2,DREAM FLOWER HOUSING PROJECTS PVT LTD,K-RERA/PRJ/ERN/168/2024
Ernakulam,PRIME MERIDIAN METROPOLITAN,MERITRA HOMES PVT LTD,K-RERA/PRJ/ERN/164/2024
Ernakulam,Yeskay Pearl View Apartments,Yeskay Builders,K-RERA/PRJ/ERN/163/2024
Ernakulam,PARADISE,SWASTHI HOMES,K-RERA/PRJ/ERN/162/2024
Ernakulam,MID AVENUE,Jamna,K-RERA/PRJ/ERN/161/2024
Ernakulam,PB ZAIRE,PB HOMES PVT LTD,K-RERA/PRJ/ERN/160/2024
Ernakulam,The Quayside 12,TRINE INFRASTRUCTURE & LEASE LLP,K-RERA/PRJ/ERN/159/2024
Ernakulam,GREEN TREE,AR Builders & Contractors,K-RERA/PRJ/ERN/158/2024
Ernakulam,HAVEN WOODS,Paulose Paily,K-RERA/PRJ/ERN/153/2024
Ernakulam,ORCHARD,MARSIC PROJECTS PVT LTD,K-RERA/PRJ/ERN/147/2024
Ernakulam,CASADEL ABOVE THE WORLD,CASADEL BUILDERS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/146/2024
Ernakulam,GOOD EARTH UMANG,GOOD EARTH INDIA INFRA LIMITED,K-RERA/PRJ/ERN/145/2024
Ernakulam,VENTURA DALIA,Ventura Realtors India Pvt Ltd,K-RERA/PRJ/ERN/144/2024
Ernakulam,Campus Heights,M/s Kem Builders,K-RERA/PRJ/ERN/140/2024
Ernakulam,GRACELAND FOUNDATION PHASE 2 - ELDERDALE PROJECT,GRACELAND FOUNDATIONS,K-RERA/PRJ/ERN/139/2024
Ernakulam,Thiruvaniyoor Plots,Benoy Benjamin,K-RERA/PRJ/ERN/132/2024
Ernakulam,VISHRAAM TYKHE,Vishraam Builders and Developers Pvt Ltd,K-RERA/PRJ/ERN/123/2024
Ernakulam,VENTURA IRIS,Ventura Realtors India Pvt Ltd,K-RERA/PRJ/ERN/121/2024
Ernakulam,AZURI VISTA PHASE 1,Synthite Infrastructure Project Pvt Ltd,K-RERA/PRJ/ERN/119/2024
Ernakulam,Swan Green Isle,Swan Developers,K-RERA/PRJ/ERN/118/2024
Ernakulam,EMBASSY SUITES,SOUTHERN SUPERSTRUCTURES PRIVATE LIMITED,K-RERA/PRJ/ERN/109/2024
Ernakulam,Galaxy Swiss Royale,Galaxy Homes Pvt Ltd,K-RERA/PRJ/ERN/107/2024
Ernakulam,SWAN GREEN EARTH,SWAN PROPERTY DEVELOPERS INDIA PVT LTD,K-RERA/PRJ/ERN/106/2024
Ernakulam,MEXICAN BUNGALOWS -PHASE1,Greentech Builders and Developers,K-RERA/PRJ/ERN/104/2024
Ernakulam,SCOTLAND YARD VILLAS,Greentech Builders and Developers,K-RERA/PRJ/ERN/103/2024
Ernakulam,GREENCASA VILLAS,Greentech Builders and Developers,K-RERA/PRJ/ERN/102/2024
Ernakulam,MJ Residency,MJ Builders,K-RERA/PRJ/ERN/097/2024
Ernakulam,SPANISH VILLAS,Greentech Builders and Developers,K-RERA/PRJ/ERN/095/2024
Ernakulam,Claysys Highlands,CLAYSYS LIFESTYLE PRIVATE LIMITED,K-RERA/PRJ/ERN/086/2024
Ernakulam,Udayamperoor Plots,Saramma Joseph,K-RERA/PRJ/ERN/082/2024
Ernakulam,ABAD MAGNIFICENT,ABAD BUILDERS PVT LTD,K-RERA/PRJ/ERN/081/2024
Ernakulam,TULSI LALITA,TULSI DEVELOPERS INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/077/2024
Ernakulam,Inspire Capita,M/s Inspire Homes Engineers & Realtors Pvt Ltd,K-RERA/PRJ/ERN/075/2024
Ernakulam,CONFIDENT GATEWAY,Confident Projects Residential,K-RERA/PRJ/ERN/074/2024
Ernakulam,GRACELAND FOUNDATIONS,GRACELAND FOUNDATIONS,K-RERA/PRJ/ERN/072/2024
Ernakulam,SKYLINE SANCTUARY,M/s Skyline Builders,K-RERA/PRJ/ERN/067/2024
Ernakulam,FIRM,REDPORCH NEST PVT LTD,K-RERA/PRJ/ERN/066/2024
Ernakulam,SOPHIA AMELIA,Joyce George,K-RERA/PRJ/ERN/065/2024
Ernakulam,LEVEL100 ROOTS,Level 100 Realty Pvt Ltd,K-RERA/PRJ/ERN/062/2024
Ernakulam,DD GLOBAL KINGDOM,DESAI HOMES,K-RERA/PRJ/ERN/061/2024
Ernakulam,ROYALE COURTYARD,MOTIF BUILDERS AND DEVELOPERS Pvt Ltd,K-RERA/PRJ/ERN/060/2024
Ernakulam,THE WAVE CASTLE,BUILDOWN DEVELOPERS PRIVATE LIMITED,K-RERA/PRJ/ERN/058/2024
Ernakulam,AMPLE,REDPORCH NEST PVT LTD,K-RERA/PRJ/ERN/057/2024
Ernakulam,CH Vaikund,Akshay S Kamath,K-RERA/PRJ/ERN/055/2024
Ernakulam,MAPLETREE LIVING - THE LANTERN,MAPLETREE HABITATS LLP,K-RERA/PRJ/ERN/054/2024
Ernakulam,GD CHAITHANYA APARTMENTS AND GD CENTRE,GD BUILDERS,K-RERA/PRJ/ERN/051/2024
Ernakulam,RABBIT HABITAT,Venkateshwara Realtors,K-RERA/PRJ/ERN/042/2024
Ernakulam,Sobha Atlantis Phase 2 block 1 and 2,Sobha Limited,K-RERA/PRJ/ERN/040/2024
Ernakulam,ELEGANCE,RAJEEV GANGADHARAN,K-RERA/PRJ/ERN/037/2024
Ernakulam,Anugraha Srishti Kochi - III,NISARGA ENGINEERING INDIA PRIVATE LIMITED,K-RERA/PRJ/ERN/035/2024
Ernakulam,OMG LAVENDER,OMG PROPERTIES PRIVATE LIMITED,K-RERA/PRJ/ERN/034/2024
Ernakulam,IDENTITY URBAN VILLAGE,Pavalius Homes Pvt Ltd,K-RERA/PRJ/ERN/028/2024
Ernakulam,GREENLAND HIILTOP,Greenland Properties and devolopers,K-RERA/PRJ/ERN/026/2024
Ernakulam,SFS CONSTELLATION,SKYLINE FOUNDATIONS AND STRUCTURES PRIVATE LIMITED,K-RERA/PRJ/ERN/020/2024
Ernakulam,Kalyan A Different Story,Kalyan Developers,K-RERA/PRJ/ERN/019/2024
Ernakulam,"ASSET THE AVON, BRIDGETOWN",ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/ERN/015/2024
Ernakulam,SANTHI MELROSE,ALMARK HOUSING CO PVT LTD,K-RERA/PRJ/ERN/008/2024
Ernakulam,DREAMFLOWER VALENTIA,DREAM FLOWER HOUSING PROJECTS PVT LTD,K-RERA/PRJ/ERN/240/2023
Idukki,CASLA HOMES DOZEN,M/s Casla Homes LLP,K-RERA/PRJ/IDK/055/2023
Idukki,Hill Homes,New Moon Builders,K-RERA/PRJ/IDK/203/2022
Idukki,Winterlake Kuttikanam,Ei Holdings,K-RERA/PRJ/IDK/015/2022
Idukki,MIRTH FOLIAGE,TRIWORLD DEVELOPERS,K-RERA/PRJ/087/2021
Kannur,SREEROSH ORCHARD,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/KNR/091/2024
Kannur,RAHMA APARTMENTS,SALAMCHOLLI ABDUL SALAM,K-RERA/PRJ/KNR/227/2023
Kannur,Good Earth Saarang,Good Earth Eco Development Private Limited,K-RERA/PRJ/KNR/158/2023
Kannur,SREEROSH LAURELS,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/KNR/068/2023
Kannur,GOLDEN NEST,PVS Builders & Developers,K-RERA/PRJ/KNR/039/2023
Kannur,THANA SQUARE,THANA SQUARE,K-RERA/PRJ/KNR/212/2022
Kannur,SKYLINE WINGS,M/s Skyline Builders,K-RERA/PRJ/KNR/155/2022
Kannur,Sailors Cove,MIR BUILDERS AND DEVELOPERS PVT LTD,K-RERA/PRJ/198/2021
Kannur,SREEROSH CITADEL,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/KNR/116/2022
Kannur,HEALERS HAVEN,TELLICHERRY IMA DOCTORS ALLIANCE LLP,K-RERA/PRJ/KNR/041/2022
Kannur,ASSET MAGNUM,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KNR/040/2022
Kannur,SREEROSH SYMPHONY,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/KNR/007/2022
Kannur,LEVIS CASA,Levi Thomas,K-RERA/PRJ/KNR/058/2021
Kannur,LEVIS CASA,Levi Thomas,K-RERA/PRJ/KNR/058/2021
Kannur,PVS CLASSIC,PVS Builders & Developers,K-RERA/PRJ/087/2020
Kannur,HIGHLINE PARK,Highline Builders and Developers,K-RERA/PRJ/298/2020
Kannur,ASSET RAINTREE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/029/2020
Kannur,ASSET SENATE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/105/2020
Kannur,SREEROSH SPRINGDALE,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/069/2020
Kannur,SREEROSH IRIS,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/070/2020
Kannur,SREEROSH SEA BREEZE,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/045/2020
Kannur,SREEROSH ORBIT,SREEROSH DEVELOPERS PVT LTD,K-RERA/PRJ/267/2020
Kannur,ASSET CHAMBER,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KNR/010/2021
Kannur,SECURA CENTRE KANNUR,Secura Developers Pvt Ltd,K-RERA/PRJ/060/2020
Kasaragod,ZURA LUXURY LIVING,Kad Builders And Developpers Pvt LtdEW,K-RERA/PRJ/KSD/120/2022
Kasaragod,TABASCO INN,TABASCO HINDUSTAN INFRA DEVELOPERS PVT LTD,K-RERA/PRJ/011/2022
Kollam,Venad Lakeview,Venad Builders and Developers Private Limited,K-RERA/PRJ/KLM/199/2024
Kollam,Ramani Swamy Enclave,RAMANI REALTORS PRIVATE LIMITED,K-RERA/PRJ/357/2020
Kollam,DREAMS MALL,DESINGANADU RAPID DEVELOPMENT and ASSISTANCE CO OPERATIVE SOCIETY LTD,K-RERA/PRJ/KLM/011/2024
Kollam,ADDRESS ASHRAMAM,ADDRESS BUILDERS AND DEVELOPERS LLP,K-RERA/PRJ/KLM/018/2023
Kollam,VAIDYA ROSE GARDEN,VAIDYA HOMES,K-RERA/PRJ/190/2021
Kollam,KCHELL RESIDENCY,KCHELL INFRASTRUCTURE AND TRADING COMPANY PRIVATE LIMITED,K-RERA/PRJ/KLM/078/2021
Kollam,PUTRI BHOOMI,PUTRI BUILDERS AND CONTRACTORS PRIVATE LIMITED,K-RERA/PRJ/KLM/034/2021
Kollam,ASSET TKM GRANDIOS STERLING,ASSETINDIA INFRAPROJECTS PRIVATE LIMITED,K-RERA/PRJ/302/2020
Kollam,ASSET TKM GRANDIOS SANFORD,ASSETINDIA INFRAPROJECTS PRIVATE LIMITED,K-RERA/PRJ/103/2020
Kollam,ARTECH PALM MEADOWS,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/083/2020
Kollam,ARTECH VGP SKY VILLAGE,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/050/2020
Kollam,KSK MOUNT CASTLE,KSK INFRA PROPERTIES,K-RERA/PRJ/064/2021
Kollam,Mathruka Luxury Flats,Mathruka Realtors Private Limited,K-RERA/PRJ/336/2020
Kottayam,R V BUILDERS AND DEVELOPERS,KIRAN K,K-RERA/PRJ/KTM/026/2025
Kottayam,REYASUDEEN A A,REYASUDDEEN,K-RERA/PRJ/KTM/256/2024
Kottayam,CHANDYS GRACE APARTMENTS,CHANDY'S BUILDERS,K-RERA/PRJ/KTM/254/2024
Kottayam,Gardens,ANU SHAJI,K-RERA/PRJ/KTM/190/2024
Kottayam,SHELTERS HIGHLAND,SHELTERS REALTY,K-RERA/PRJ/KTM/143/2024
Kottayam,Hillocks Apartment,Nile Homes Private Limited,K-RERA/PRJ/KTM/137/2024
Kottayam,ASSET ALPZ,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/101/2024
Kottayam,SOWPARNIKA CANNARY,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/KTM/099/2024
Kottayam,ASSET SERENITY,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/238/2023
Kottayam,ASSET WINCHESTER,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/235/2023
Kottayam,Pushpagiriyil Santos Residency,Pushpagiriyil Builders and Developers,K-RERA/PRJ/KTM/234/2023
Kottayam,DWELLING HOMES,FELIX JOHNS,K-RERA/PRJ/KTM/229/2023
Kottayam,ARTECH RIO,ARTECH REALTORS PRIVATE LIMITED,K-RERA/PRJ/KTM/203/2023
Kottayam,WINTER CASTLE,VAGAMON RESORTS AND APARTMENTS PRIVATE LIMITED,K-RERA/PRJ/KTM/195/2023
Kottayam,CONFIDENT SILVEROAK,Confident Projects Residential,K-RERA/PRJ/KTM/150/2023
Kottayam,SKYLINE CENTRAL AVENUE,M/s Skyline Builders,K-RERA/PRJ/KTM/095/2023
Kottayam,Kairali Peace Manor,Kairali Constructions Pvt Ltd,K-RERA/PRJ/KTM/082/2023
Kottayam,NTP LORDS VALLEY - Phase 6,NTP HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/034/2023
Kottayam,BOUGAIN VILLA,KCC HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/014/2023
Kottayam,CONFIDENT CYGNUS BLOCK B,Confident Projects Residential,K-RERA/PRJ/KTM/198/2022
Kottayam,GRAND MAPLE,Malabar Developers Private Limited,K-RERA/PRJ/KTM/146/2022
Kottayam,ASSET BELFORD,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/137/2022
Kottayam,Hoysala First,Hoysala Projects Pvt Ltd,K-RERA/PRJ/014/2022
Kottayam,ORCHID PARK,NEST Realties India Private Limited,K-RERA/PRJ/008/2022
Kottayam,DD LEGACY HEIGHTS,DESAI HOMES,K-RERA/PRJ/KTM/114/2022
Kottayam,NTP LORDS VALLEY,NTP HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/048/2022
Kottayam,INAYA GARDENS,CHANDY'S BUILDERS,K-RERA/PRJ/178/2020
Kottayam,CVC-PUTHETHU-PETRA,CHERIAN VARKEY CONSTRUCTION COMPANY PRIVATE LIMITED,K-RERA/PRJ/081/2021
Kottayam,SOWPARNIKA VALLE,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/206/2021
Kottayam,Estilo Eden Luxury Apartments,Estilo Projects Private Limited,K-RERA/PRJ/195/2021
Kottayam,JEWEL WATERLILLY,JEWEL HOMES PVT LTD,K-RERA/PRJ/101/2021
Kottayam,MULBERRY HOMES - CASA BELLA,NITHIN MICHELLE BUILDERS AND DEVELOPERS P LTD,K-RERA/PRJ/KTM/076/2021
Kottayam,Pushpagiriyil Santos City,Pushpagiriyil Builders and Developers,K-RERA/PRJ/KTM/065/2021
Kottayam,ASSET CELESTE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/KTM/064/2021
Kottayam,CJs HARITHA CITY PLAZA,CJ's HARITHA HOMES,K-RERA/PRJ/163/2021
Kottayam,DD CITY GATE,SEA WIND REALTORS INDIA PRIVATE LIMITED,K-RERA/PRJ/122/2020
Kottayam,WELKIN VILLAS,Joseph Devasia Ponmankal,K-RERA/PRJ/269/2020
Kottayam,Olive Celestina,OLIVE BUILDERS AND DEVELOPERS PVT LTD,K-RERA/PRJ/143/2021
Kottayam,CONFIDENT BLUEBERRY,Confident Projects Residential,K-RERA/PRJ/284/2020
Kottayam,SOWPARNIKA ELANIA,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/037/2021
Kottayam,SOWPARNIKA ELANIA,Sowparnika Projects & Infrasturcture Pvt Ltd,K-RERA/PRJ/037/2021
Kottayam,ASSET CHRISABELLE,ASSET HOMES PRIVATE LIMITED,K-RERA/PRJ/070/2021
Kottayam,DD MAJESTIC MOUNT,WEST WIND PROPERTIES KOCHI PRIVATE LIMITED,K-RERA/PRJ/230/2020
Kottayam,ASTEN DEW DALE APARTMENTS,ASTEN PROPERTIES AND DEVELOPER PRIVATE LIMITED,K-RERA/PRJ/292/2020
Kottayam,LIFE SPACE,KCC HOMES,K-RERA/PRJ/086/2021
Kottayam,SKYLINE PEARL,M/s Skyline Builders,K-RERA/PRJ/300/2020
Kottayam,SKYLINE HAZEL,M/s Skyline Builders,K-RERA/PRJ/034/2021
Kottayam,CONFIDENT CYGNUS,Confident Projects Residential,K-RERA/PRJ/049/2020
Kottayam,CONFIDENT CYGNUS,Confident Projects Residential,K-RERA/PRJ/049/2020
Kottayam,RIVERWIND APARTMENTS,RIVERWIND DEVELOPERS,K-RERA/PRJ/079/2021
Kozhikode,HiLITE OLYMPUS II,HiLITE Builders Pvt Ltd,K-RERA/PRJ/KKD/019/2025
